,comentario,machista,fuenteURL,titulo,tipoFuente,nombreMedio,generoProtagonista,numeroProtagonista,ambito,numeroComentarios,tematica,delete,fuenteID
71,Yo tengo una pregunta si un animal se come a un humano no pasa nada pero nosotros no podemos comer carne animal?,0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
72,"11:18 se ve señora, se ve",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
73,"Clavarle espadas a un perro es sufrimiento, pero a un toro no... espera, QUE!??",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
74,mucho progre suelto.....,0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
75,"xybz Mira como te ries de todos, ofendidito. Solo es una letra , si no te gusta te jodes. Al igual que tu les responderias de la misma manera a los que no les guste que no hablen en lenguaje inclusivo :V XD",0,https://www.youtube.com/watch?v=xEi4WJVdzBM,La rotunda respuesta de una niña trans a la intrusiva pregunta sobre sus genitales - El Intermedio,comentarios de video,youtube,mujer,individual,personal,1783.0,transexual;tv,,Y4
76,El macho dos mi idolo,C,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
77,"LM Me encanta tu comentario, Se tenia que decir y se dijo.",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
78,"No se come carne por diversión, los nutrientes de la carne son indispensables mientras que no es necesario para vivir ver a un torero. No apoyar la tauromaquia y a la vez comer carne tiene todo el sentido del mundo.",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
79,"Eso se llama ir de víctima, y así tienen vía libre con todo.",C,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
80,Y saben que es lo peor que las femilocas los hombres feministas eso da lastima y pena ajena o tal vez son pendejos que creen que se las cojeran por defenderlas,1,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
81,Mañana voy ye compro a 15 esclavos por la tradición,0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
82,"aaaaaaa vale ahora entiendo, gracias",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
83,Mamani Que tonterías puede decir un ser humano.... Y que no seamos nosotros el alimento de otra especie..,0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
84,"Ok, ¿si no hubiera discriminación no habría suicidios? Eso presupone por descontado que la mutilación genital soluciona el problema de la disforia. ¿Cómo sabes esto? ¿Algún manual de psiquiatría que lo sustente o lo aprendiste en un mitín político?",0,https://www.youtube.com/watch?v=xEi4WJVdzBM,La rotunda respuesta de una niña trans a la intrusiva pregunta sobre sus genitales - El Intermedio,comentarios de video,youtube,mujer,individual,personal,1783.0,transexual;tv,,Y4
85,He encontrado 4 canales antifeministas de España. Eso dice algo,0,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
86,"Mmmm... vegano? No sé por que no te creo, ¿Se acerca otro caso Rawvana?",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
87,Pues ok lo que tú digas,0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
88,​ E La gente habla como le dá la real gana. Si te molesta una vocal haztelo mirar.,0,https://www.youtube.com/watch?v=xEi4WJVdzBM,La rotunda respuesta de una niña trans a la intrusiva pregunta sobre sus genitales - El Intermedio,comentarios de video,youtube,mujer,individual,personal,1783.0,transexual;tv,,Y4
89,¿Sabes cuanta carne realmente necesita el cuerpo humano?   Pista: muchísimo menos de lo que consumimos actualmente.,0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
90,"No se si decir que siento alivio que  estoy de 7 meses y de una nena, me daría terror traer un niño con todas estas locas sueltas",1,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
91,Igualito va a ser la tauromaquia que la ingesta de animales... Menudo veganazi está hecho xD,0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
92,Le dije a una feminista con cáncer sin cabello le dije que tenía más cabello que derecho para ver qué pasa  Jaja me tiró gas pimienta  :v valió la pena,1,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
93,Algo es el maltrato animal y otra cosa diferente es la alimentación del ser humano,0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
94,"Lobo Uso aretes, que además son lo mismo que usaban los hombres de muchísimas culturas hace siglos. Igual no es por eso (o la falta de ello) por lo que soy un hombre.",0,https://www.youtube.com/watch?v=xEi4WJVdzBM,La rotunda respuesta de una niña trans a la intrusiva pregunta sobre sus genitales - El Intermedio,comentarios de video,youtube,mujer,individual,personal,1783.0,transexual;tv,,Y4
95,"Haber , esto ha llegado un punto increíble, los animales que comamos se matan lógicamente de la forma más rápida y sencilla posible. Y es lo que hay porque somos omnivoros.  Pero formar un espectáculo con sufrimiento de un animal no.  No vamos a dejar de comer carne por no matar a una vaca. Esto que es ?  A este pasó vamos a prohibir a los Leones que cazen gacelas para que no sufran. Esto es un cachondeo",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
96,"Valderrama Resumen, pobres animales vivos.  Las plantas son seres vivos??? Ha da igual, seguro sufren menos...  Aplaudo tu logica.",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
97,Te pasas el día violando vilmente las horas de descanso,C,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
98,Traten de no acabar con las corridas de toros antes de que logré ver una....,0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
99,Tienes toda la razón,0,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
100,"Puedes estar en contra de la tauromaquia y comer carne, una cosa no quita la otra. El decir que no puedes apoyar o no puedes argumentar en contra de la tauromaquia porque comes carnes es una falacia tu quoque.",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
101,3:43 ya utilizando lenguaje inclusivo,0,https://www.youtube.com/watch?v=xEi4WJVdzBM,La rotunda respuesta de una niña trans a la intrusiva pregunta sobre sus genitales - El Intermedio,comentarios de video,youtube,mujer,individual,personal,1783.0,transexual;tv,,Y4
102,"gato con gota no voy a entrar en mas discusiones contigo, si no entiendes mis argumentos es tu problema, no voy a perder mas tiempo en explicartelo. Chao",0,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
103,Gracias a vosotres,C,https://www.youtube.com/watch?v=xEi4WJVdzBM,La rotunda respuesta de una niña trans a la intrusiva pregunta sobre sus genitales - El Intermedio,comentarios de video,youtube,mujer,individual,personal,1783.0,transexual;tv,,Y4
104,"Mamani Sí, y los nutrientes que se pueden conseguir consumiendo animales se pueden conseguir consumiendo otro tipo de comidas. Pero al menos dime un caso en el cuál, por algún tipo de estereotipo, no se pueda llevar una dieta vegana. Porque jamás he escuchado tal cosa, ni las asociaciones de nutrición lo mencionan.",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
105,"Roma, no lo puedes negar. Te encantó la chica de los girasoles ;)",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
106,"No nos ofendemos, nos parece ridículo",0,https://www.youtube.com/watch?v=xEi4WJVdzBM,La rotunda respuesta de una niña trans a la intrusiva pregunta sobre sus genitales - El Intermedio,comentarios de video,youtube,mujer,individual,personal,1783.0,transexual;tv,,Y4
107,"F. No es inclusivo. Si quisieran ser inclusivos aprenderían braile, o lenguaje de señas, o comunicación autista. El lenguaje de la E es solo una absoluta parida que implosiona el español desde dentro con fines políticos y de manipulación social, basado en una teorías destructivas y pseudocientíficas que intentan encajar con calzador en el relato cultural.",0,https://www.youtube.com/watch?v=xEi4WJVdzBM,La rotunda respuesta de una niña trans a la intrusiva pregunta sobre sus genitales - El Intermedio,comentarios de video,youtube,mujer,individual,personal,1783.0,transexual;tv,,Y4
108,"Yo soy cozador y de verdad que escuchando me alegra que gente como tú que no le guste el maltrato ""saque la cara"" o apoye la caza como sustento me pareces un pedazo de tío y me encantan tus vídeos sigue asi",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
109,"Qué ha pasado? Se te enseña UN estudio de muchos y tu opinión se va a la mierda? Creia que estabas esperando éso.  Y por cierto, B12 de origen no animal no existe, a menos que consideres que las células animales no sean animales, claro.",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
110,"Al toro de la tauromaquia sufre y no lo consumen en cambio yo como carne pero solo de carnicerías locales donde los crían en ambientes más dignos,  Investigo cuáles empresas tratan bien y no compro leche en supermercados ni carne, y mucho menos de empresas como mc Donald o burger king...",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
111,La verdad es que estamos dandoles una lección muy grande a las feminazis con todos estos memes que se han creado. Muy top la imgainación de la gente.,1,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
112,No le den like a este comentario porque me petan el móvil.,0,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
113,"Rodriguez hay un vídeo sobre eso, me llama.la atención verlo respondiendo agresivamente",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
114,"Daniel. jajajajaja como?? Espera que ahora decir palabras mal a propósito por incluir colectivos de una forma absurda está bien. Te guste o no, alumnes está muuuuuuy mal dicho. Si no te gusta es lo que hay ni más ni menos",0,https://www.youtube.com/watch?v=xEi4WJVdzBM,La rotunda respuesta de una niña trans a la intrusiva pregunta sobre sus genitales - El Intermedio,comentarios de video,youtube,mujer,individual,personal,1783.0,transexual;tv,,Y4
115,"Drilo bro, para. Soy vato. ;-;",0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
116,Las vacas salen cada cierto tiempo al campo,0,https://www.youtube.com/watch?v=lVADjbxNRFA,PROSTITUCIÓN Y FEMINISMO,comentarios de video,youtube,mujer,general,mixto,5000.0,prostitución;opinión calle;youtuber,,Y3
117,100% dislikes son de feministas,1,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
118,"Ufffff, como se nota q los psicólogos son una mrd",0,https://www.youtube.com/watch?v=xEi4WJVdzBM,La rotunda respuesta de una niña trans a la intrusiva pregunta sobre sus genitales - El Intermedio,comentarios de video,youtube,mujer,individual,personal,1783.0,transexual;tv,,Y4
119,Hoy en el patio nos hemos a poner a cantar la canción está enplan meme,0,https://www.youtube.com/watch?v=EviNPfSmoQs,A casa que hay que hacer la cena y los MEMES FEMINISTAS,comentarios de video,youtube,mujer,general,mixto,1801.0,manifestación;acto público;youtuber,,Y2
